codigo,titulo,endereco,bairro,modalidade,valor,area,quartos,tipo_imovel,numero_item
878771568878-6,SAO PAULO - RES VIVENCE,"RUA ADHERBAL STRESSER,N. 247 Apto. 1003 TORRE 2, , BUTANTA",BUTANTA,Leilão,"R$ 283.121,66","90,67 m²",2 quartos,Apartamento,554
878771679788-0,SAO PAULO - RES VIVENCE,"RUA ADHERBAL STRESSER,N. 247 Apto. 505 TORRE 1, , BUTANTA",BUTANTA,Leilão,"R$ 283.000,00","90,67 m²",2 quartos,Apartamento,555
878770361450-2,SAO PAULO - AGUA MARINHA,"RUA KENKITI SHIMOMOTO,N. 1150 Apto. 64 BL 3, , BUTANTA",BUTANTA,,"R$ 132.970,97","61,68 m²",2 quartos,Apartamento,463
144440657806-3,SAO PAULO - BUTANTA,"RUA LEHEL SILIMON,N. 56",,Leilão,"R$ 727.623,77",,2 quartos,Casa,556
878771250984-8,SAO PAULO - RES SAFIRA,"RUA MARCO GIANNINI,N. 237 Apto. 27 BL 4, SUBCONDOMINIO 1, , BUTANTA",BUTANTA,Leilão,"R$ 219.280,04","59,57 m²",2 quartos,Apartamento,557
878771080294-7,SAO PAULO - CONQUISTA JARDIM AMARALINA,"RUA SAVERIO QUADRIO,N. 615 Apto. 404 BL 11, , BUTANTA",BUTANTA,,"R$ 132.970,97","73,41 m²",,Apartamento,458
855551984648-9,SAO PAULO - CONDOMÍNIO INNOVA CAMBUCIImóvel em disputa,"AVENIDA DO ESTADO,N. 5748 Apto. 1711, , CAMBUCI",CAMBUCI,,,,1 quartos,,
144441044248-0,SAO PAULO - EDIFICO TUCA,"AVENIDA LACERDA FRANCO,N. 1170 Apto. 71, VGA INDETERMINADA, CAMBUCI",CAMBUCI,Leilão,"R$ 388.000,00","69,36 m²",2 quartos,Apartamento,546
160000011459-0,SAO PAULO - RESIDENCIAL GRAND TERRACE,"AVENIDA LACERDA FRANCO,N. 200 Apto. 172, , CAMBUCI",CAMBUCI,,"R$ 809.389,16","209,2 m²",3 quartos,Apartamento,481
878771965944-6,SAO PAULO - COND RES PLANO E VILA CAMBUCI - ARAÇA,"Número do item: 565R JOSE BENTO,N. 410 Apto. 1808, , CAMBUCI",CAMBUCI,Leilão,"R$ 287.991,70","45,45 m²",2 quartos,Apartamento,565
844441461605-8,SAO PAULO - CONDOMINIO RESERVA DO BOSQUE,"RUA ALEXANDRE LEVI,N. 202 Apto. 24 TORRE 1 BLOCO A EDIF CAMBUI MIRIM, , CAMBUCI",CAMBUCI,Leilão,"R$ 288.000,00","90,73 m²",2 quartos,Apartamento,553
878771487657-0,SAO PAULO - SP LIFE,"RUA BARAO DE JAGUARA,N. 980 Apto. 907 TORRE 1 BLOCO B, , CAMBUCI",CAMBUCI,Leilão,"R$ 230.000,00","49,97 m²",2 quartos,Apartamento,547
855552996408-5,SAO PAULO - JOY CAMBUCY II,"RUA CLIMACO BARBOSA,N. 500 Apto. 213 2° PAV, , CAMBUCI",CAMBUCI,Leilão,"R$ 258.000,00","57,08 m²",1 quartos,Apartamento,554
855553999710-5,SAO PAULO - CAMBUCI,"RUA DO LAVAPES,N. 410 Apto. 409 4 PAVIMENTO",,Leilão,"R$ 270.000,00","46,03 m²",1 quartos,Apartamento,509
878770544432-9,SAO PAULO - PATIO CENTRAL ARTE SAO PAULO CAMBUCI,"RUA DO LAVAPES,N. 463 Apto. 37 BL. B, , CAMBUCI",CAMBUCI,Leilão,"R$ 243.000,00","52,27 m²",2 quartos,Apartamento,536
878771105431-6,SAO PAULO - CAMBUCI,"RUA DO LAVAPES,N. 245 Apto. 1512 15 PAVIMENTO TORRE A",,Leilão,"R$ 192.476,35","37,23 m²",1 quartos,Apartamento,510
878770951614-6,SAO PAULO - RESIDENCIAL METROCASA ACLIMAÇÃO,"RUA MARIANO PROCOPIO,N. 539 Apto. 204, , CAMBUCI",CAMBUCI,Leilão,"R$ 249.070,60","42,54 m²",2 quartos,Apartamento,486
144440953911-5,SAO PAULO - ED SUPER,"Número do item: 566R CONSELHEIRO NEBIAS,N. 561 Apto. 12, , CAMPOS ELISEOS",CAMPOS ELISEOS,Leilão,"R$ 200.000,00",,,,566
844441397642-5,SAO PAULO - CAMPOS ELISEOS,"RUA CONSELHEIRO NEBIAS,N. 561 Apto. 11",,Leilão,"R$ 200.000,00","31,14 m²",1 quartos,Apartamento,487
878770710944-6,SAO PAULO - RESIDENCIAL METROCASA CANGAIBA,"AVENIDA CANGAIBA,N. 3734 Apto. 109 1 PAVIMENTO DA TORRE A, , CANGAIBA",CANGAIBA,Leilão,"R$ 227.000,00","52,15 m²",2 quartos,Apartamento,511
878770711025-8,SAO PAULO - RESIDENCIAL METROCASA CANGAIBA,"AVENIDA CANGAIBA,N. 3734 Apto. 301 3 PAVIMENTO DA TORRE B, , CANGAIBA",CANGAIBA,Leilão,"R$ 225.000,00","44,92 m²",1 quartos,Apartamento,512
878770719775-2,SAO PAULO - RESIDENCIAL METROCASA CANGAIBA,"AVENIDA CANGAIBA,N. 3734 Apto. 602 BLOCO B, , CANGAIBA",CANGAIBA,Leilão,"R$ 218.746,78","44,92 m²",2 quartos,Apartamento,558
878771069440-0,SAO PAULO - COND RES DEZ CANINDE,"Número do item: 567R AZURITA,N. 48 Apto. 416 TORRE 2, , CANINDE",CANINDE,Leilão,"R$ 240.000,00","52,69 m²",2 quartos,Apartamento,567
178770180016-5,SAO PAULO - COND RES DEZ CANINDE,"RUA AZURITA,N. 48 Apto. 1310 TORRE 4, , CANINDE",CANINDE,Leilão,"R$ 229.482,15","52,69 m²",2 quartos,Apartamento,538
878771097025-4,SAO PAULO - COND RES DEZ CANINDE,"RUA AZURITA,N. 48 Apto. 608 TORRE 03, , CANINDE",CANINDE,Leilão,"R$ 219.062,26","61,13 m²",2 quartos,Apartamento,552
878771154959-5,SAO PAULO - COND RES DEZ CANIDE,"RUA AZURITA,N. 48 Apto. 218 TORRE 4, , CANINDE",CANINDE,Leilão,"R$ 265.980,22","53,19 m²",2 quartos,Apartamento,547
878771295832-4,SAO PAULO - COND RES DEZ CANINDE,"RUA AZURITA,N. 48 Apto. 02 TORRE 1 HIS2, , CANINDE",CANINDE,Leilão,"R$ 312.000,00","61,53 m²",2 quartos,Apartamento,555
144440035331-0,SAO PAULO - RESIDENCIAL LIFE CLUB,"RUA JOAO RUDGE,N. 275 Apto. 164 BLOCO B - 16 ANDAR - EDIFÍCIO VITALIS, , CASA VERDE",CASA VERDE,Leilão,"R$ 583.241,24",,3 quartos,Casa,457
878771073821-1,SAO PAULO - SOLARIS - NASCENTE,"RUA ENEAS CAMARGO,N. 388 Apto. 28 BL 3, , CHACARA MARIA TRINDADE",CHACARA MARIA TRINDADE,Leilão,"R$ 196.000,00","69,06 m²",2 quartos,Apartamento,559
878771347966-7,SAO PAULO - SOLARIS - NASCENTE,"RUA ENEAS CAMARGO,N. 388 Apto. 14 BL 01, , CHACARA MARIA TRINDADE",CHACARA MARIA TRINDADE,Leilão,"R$ 229.000,00","69,06 m²",2 quartos,Apartamento,537
844441117887-4,SAO PAULO - CHACARA NOSSA SENHORA DO BOM CONSEL,"TRAVESSA LUZ DA NATUREZA,N. 620 Apto. 02 BL E",,Leilão,"R$ 282.869,00","127,5 m²",2 quartos,Apartamento,488
129280000147-8,SAO PAULO - RESIDENCIAL SÃO PAULO,"RUA LUAR DO SERTAO,N. 364 Apto. 404 BLOCO 02, , CHACARA SANTA MARIA",CHACARA SANTA MARIA,Venda Direta,,,3 quartos,,
878771412913-9,SAO PAULO - RESIDENCIAL METROCASA ITAQUERA,"RUA GUARAXAIM,N. 334 Apto. 511 5 PAVIMENTO, , CIDADE ANTONIO ESTEVAO DE CARVALHO",CIDADE ANTONIO ESTEVAO DE CARVALHO,Leilão,"R$ 220.000,00","39,21 m²",2 quartos,Apartamento,513
878770621552-8,SAO PAULO - RESIDENCIAL METROCASA ITAQUERA,"RUA IARUCU,N. 265 Apto. 304 03 PAVIMENTO BL 01, , CIDADE ANTONIO ESTEVAO DE CARVALHO",CIDADE ANTONIO ESTEVAO DE CARVALHO,Leilão,"R$ 245.000,00","78,24 m²",1 quartos,Apartamento,554
144441530296-2,SAO PAULO - CIDADE LIDER,"AVENIDA DOUTOR FRANCISCO MUNHOZ FILHO,N. 1497 LT 01-A",,Leilão,"R$ 607.785,00",,2 quartos,Casa,507
878771146481-6,SAO PAULO - VIVAZ ESTACAO ITAQUERA 2,"RUA SERRANA,N. 511 Apto. 410 TORRE C, , CIDADE LIDER",CIDADE LIDER,Leilão,"R$ 236.067,03","64,11 m²",2 quartos,Apartamento,560
878771283101-4,SAO PAULO - VIVAZ ESTACAO ITAQUERA 2,"RUA SERRANA,N. 511 Apto. 212 TR. C, , CIDADE LIDER",CIDADE LIDER,Leilão,"R$ 235.808,08","63,89 m²",2 quartos,Apartamento,537
000001014265-2,SAO PAULO - CIDADE MONCOES,"AVENIDA PADRE ANTONIO JOSE DOS SANTOS,N. 1167",,Leilão,"R$ 1.665.000,00",,,,548
878770900993-7,SAO PAULO - COND RES DEZ SÃO MIGUEL,"AV NORDESTINA,N. 2780 Apto. 407 TORRE 2, , CIDADE NOVA SAO MIGUEL",CIDADE NOVA SAO MIGUEL,Leilão,"R$ 219.854,53","59,91 m²",2 quartos,Apartamento,568
878770880584-5,SAO PAULO - COND RES DEZ S MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 109 TR 01 PAV 01, , CIDADE NOVA SAO MIGUEL",CIDADE NOVA SAO MIGUEL,,"R$ 121.252,26","57,02 m²",2 quartos,Apartamento,464
878770903296-3,SAO PAULO - RESIDENCAL  DEZ SAO MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 1112 TORRE 1, , CIDADE NOVA SAO MIGUEL",CIDADE NOVA SAO MIGUEL,,"R$ 106.667,03","53,49 m²",2 quartos,Apartamento,482
878770916255-7,SAO PAULO - COND RES DEZ SÃO MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 07 PAV T TORRE 2, , CIDADE NOVA SAO MIGUEL",CIDADE NOVA SAO MIGUEL,Leilão,"R$ 216.800,00","60,74 m²",2 quartos,Apartamento,539
878770928692-2,SAO PAULO - COND RES DEZ NORDESTINA,"AVENIDA NORDESTINA,N. 2800 Apto. 406 TORRE 1, , CIDADE NOVA SAO MIGUEL",CIDADE NOVA SAO MIGUEL,Leilão,"R$ 192.533,08","50,65 m²",2 quartos,Apartamento,549
878770976565-0,SAO PAULO - COND RES DEZ NORDESTINA,"AVENIDA NORDESTINA,N. 2800 Apto. 2001 TORRE 02, , CIDADE NOVA SAO MIGUEL",CIDADE NOVA SAO MIGUEL,Leilão,"R$ 233.851,31","74,51 m²",2 quartos,Apartamento,553
878771175330-3,SAO PAULO - COND RES DEZ NORDESTINA,"AVENIDA NORDESTINA,N. 2800 Apto. 811 TR. 1, , CIDADE NOVA SAO MIGUEL",CIDADE NOVA SAO MIGUEL,Leilão,"R$ 200.508,89","50,66 m²",2 quartos,Apartamento,538
878771301960-7,SAO PAULO - CIDADE NOVA SAO MIGUEL,"AVENIDA NORDESTINA,N. 2800 Apto. 2 PCD TORRE 1",,Leilão,"R$ 222.000,00","54,4 m²",2 quartos,Apartamento,556
855553745579-8,SAO PAULO - ESTAÇÃO PRIMAVERA,"RUA RAPOSO DA FONSECA,N. 1044 Apto. 22 BL 04, , CIDADE POPULAR",CIDADE POPULAR,,"R$ 105.481,84","81,7 m²",2 quartos,Apartamento,459
878770928458-0,SAO PAULO - CIDADE SATELITE SANTA BARBARA,"Número do item: 569R DAS ESTRELAS,N. 998 Apto. 203 TORRE A,",,Leilão,"R$ 214.609,52","62,74 m²",2 quartos,Apartamento,569
178770090126-0,SAO PAULO - PROJETO IMOBILIÁRIO E 63,"RUA DAS ESTRELAS,N. 998 Apto. 1706 AP 1706 TORRE A, , CIDADE SATELITE SANTA BARBARA",CIDADE SATELITE SANTA BARBARA,Leilão,"R$ 255.000,00","75,75 m²",,Apartamento,508
878771144006-2,SAO PAULO - CONDOMINIO PROJETO IMOBILIARIO E 65,"RUA DAS ESTRELAS,N. 920 Apto. 601, , CIDADE SATELITE SANTA BARBARA",CIDADE SATELITE SANTA BARBARA,,"R$ 83.549,46","36,71 m²",1 quartos,Apartamento,486
878771197761-9,SAO PAULO - PROJETO IMOBILIÁRIO E 63,"RUA DAS ESTRELAS,N. 998 Apto. 1707 17º PAVIMENTO, TORRE A, , CIDADE SATELITE SANTA BARBARA",CIDADE SATELITE SANTA BARBARA,Leilão,"R$ 223.764,62","75,66 m²",2 quartos,Apartamento,459
878771409142-5,SAO PAULO - PROJETO IMOBILIARIO E 65,"RUA DAS ESTRELAS,N. 920 Apto. 1204, , CIDADE SATELITE SANTA BARBARA",CIDADE SATELITE SANTA BARBARA,Venda Direta,,,1 quartos,,
844441584655-3,SAO PAULO - SANTA ETELVINA III-A,"AVENIDA 2C,N. 444 Apto. 34-A 3° PAV COND-SUÉCIA, , CIDADE TIRADENTES",CIDADE TIRADENTES,,,,,,
844440943664-0,SAO PAULO - CONJUNTO HABITACIONAL SANTA ETELVINA 1/VI-A,"RUA AMILCAR CASTELLAN (ANTIGA RUA 2B),N. 35 Apto. 32-B, , CIDADE TIRADENTES",CIDADE TIRADENTES,Leilão,"R$ 120.716,28","39,42 m²",2 quartos,Apartamento,554
844440831805-9,SAO PAULO - CONJUNTO HABITACIONAL SANTA ETELVINA VII,"RUA CRISTIANO LOBE,N. 188 Apto. 12B, , CIDADE TIRADENTES",CIDADE TIRADENTES,Venda Direta,,,,,
844440089558-8,SAO PAULO - COND MULTPREDIAL CAMPOS DO JORDAO BLOCO II,"RUA GEREMOABO (RUA FRANCISCO ROBERTI),N. 639 Apto. 34A NO 3 PAVIMENTO, , CIDADE TIRADENTES",CIDADE TIRADENTES,Leilão,"R$ 99.097,84","46,09 m²",,Apartamento,537
855550940046-1,SAO PAULO - COND INDONÉSIA,"RUA SEVERINO SOUTO MAIOR,N. 188 Apto. 32B, , CIDADE TIRADENTES",CIDADE TIRADENTES,,"R$ 71.669,56","39,5 m²",2 quartos,Apartamento,460
844440942987-3,SAO PAULO - CONDOMINIO MONACO,"RUA VISCONDE DE MAYRINK,N. 94 Apto. 52 52A, ACONDOMÍNIO MONACO, , CIDADE TIRADENTES",CIDADE TIRADENTES,Venda Direta,,,2 quartos,,
878771129552-6,SAO PAULO - FLOR DE CEREJEIRA,"Número do item: 570R HIROVO KAMINOBO,N. 980 Apto. 77 BL 05, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 186.768,01","85,54 m²",,Apartamento,570
155553492078-5,SAO PAULO - RITMO CONDOMINIO CLUBE,"RUA AGRIMENSOR SUGAYA,N. 391 Apto. 126 AP 126 TORRE 1, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 379.115,00","149,31 m²",2 quartos,Apartamento,509
878770677181-1,SAO PAULO - ALTOS DE ITAQUERA,"RUA AGRIMENSOR SUGAYA,N. 1210 Apto. 64 6º PAV BLOCO 04, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 215.347,00","79,82 m²",2 quartos,Apartamento,514
878770779061-5,SAO PAULO - ALTOS DE ITAQUERA,"RUA AGRIMENSOR SUGAYA,N. SN Apto. 102 BL 01, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 172.439,73","77,21 m²",2 quartos,Apartamento,555
878770791431-4,SAO PAULO - COLONIA (ZONA LESTE),"RUA AGRIMENSOR SUGAYA,N. 1210 Apto. 76 7 PAVIMENTO BL 03",,Leilão,"R$ 210.023,00","77,21 m²",2 quartos,Apartamento,515
878770802938-1,SAO PAULO - ALTOS DE ITAQUERA,"RUA AGRIMENSOR SUGAYA,N. SN Apto. 01 PAVIMENTO TERREO BL 03, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 215.181,53","79,82 m²",2 quartos,Apartamento,516
878770877456-7,SAO PAULO - PORTAL DE ITAQUERA,"RUA AGRIMENSOR SUGAYA,N. 1200 Apto. 08 BLOCO 02, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 215.000,00","65,31 m²",2 quartos,Apartamento,517
878770887699-8,SAO PAULO - PORTAL DE ITAQUERA,"RUA AGRIMENSOR SUGAYA,N. S/N Apto. 107 BL 03, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 137.056,40","63,17 m²",2 quartos,Apartamento,556
844441447658-2,SAO PAULO - CONJUNTO HABITACIONAL JOSE BELARMINO,"RUA CHUBEI TAKAGASHI,N. 289 Apto. 42 42, A, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Venda Direta,,,2 quartos,,
878771026391-4,SAO PAULO - FLOR DE CEREJEIRA,"RUA HIROVO KAMINOBO,N. 980 Apto. 07 PAVIMENTO TERREO BL 02, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 150.348,93","40,2 m²",,Apartamento,518
878771027232-8,SAO PAULO - FLOR DE CEREJEIRA,"RUA HIROVO KAMINOBO,N. 980 Apto. 32 BLOCO 02, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 196.000,00","85,54 m²",2 quartos,Apartamento,519
878771028312-5,SAO PAULO - FLOR DE CEREJEIRA,"RUA HIROVO KAMINOBO,N. 980 Apto. 67 BL 02, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),,"R$ 106.667,03","85,54 m²",2 quartos,Apartamento,485
878770559623-4,SAO PAULO - CONDOMINIO RES PLANO & JOSE BONIFACIO - HASEGAWA I,"RUA PROFESSOR HASEGAWA,N. 914 Apto. 42 TORRE J, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 221.244,27","43,17 m²",2 quartos,Apartamento,557
878770749185-5,SAO PAULO - CONDOMINIO RESIDENCIAL PLANO E RESERVA DO CARMO,"RUA PROFESSOR HASEGAWA,N. 798 Apto. 42 BLOCO G, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 195.700,00","43,17 m²",2 quartos,Apartamento,561
878770715197-3,SAO PAULO - SPAZIO SAINT REGIS,"RUA TOMOICHI SHIMIZU,N. 380 Apto. 601 TORRE 02, VG 95, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),,"R$ 153.076,13","76,74 m²",2 quartos,Apartamento,461
878770750037-4,SAO PAULO - SPAZIO SAINT REGIS,"RUA TOMOICHI SHIMIZU,N. 380 Apto. 506 AP 506 TORRE 03 PAV 05, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 229.736,45","78,22 m²",2 quartos,Apartamento,510
878770801253-5,SAO PAULO - SPAZIO SAINT REGIS,"RUA TOMOICHI SHIMIZU,N. 380 Apto. 1206 TORRE 1, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 256.000,00","79,28 m²",2 quartos,Apartamento,562
878770840698-3,SAO PAULO - SPAZIO SAINT REGIS,"RUA TOMOICHI SHIMIZU,N. 400 Apto. 1306 TO 01, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),,"R$ 137.806,28",,2 quartos,,487
878771058787-6,SAO PAULO - SPAZIO SAINT GREGORY,"RUA TOMOICHI SHIMIZU,N. 420 Apto. 508 AP 508 TORRE 01 PAV 5, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 240.000,00","91,34 m²",2 quartos,Apartamento,511
878771192075-7,SAO PAULO - SPAZIO SAINT GREGORY,"RUA TOMOICHI SHIMIZU,N. 420 Apto. 405 TORRE 02 PAVIMENTO 04, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 238.000,00","91,84 m²",2 quartos,Apartamento,555
878771217556-7,SAO PAULO - SPAZIO SAINT GREGORY,"RUA TOMOICHI SHIMIZU,N. 420 Apto. 1303 AP 1303 TORRE 01 PAV 13, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 244.000,00","95,28 m²",2 quartos,Apartamento,512
878771269083-6,SAO PAULO - PLANO E VISTA DO CARMO II,"RUA TOMOICHI SHIMIZU,N. 191 Apto. 404 PAV 4° TORRE A, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),,,,,,
878771343303-9,SAO PAULO - SPAZIO SAINT GREGORY,"RUA TOMOICHI SHIMIZU,N. 420 Apto. 304 TORRE 3, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 238.454,49","93,56 m²",2 quartos,Apartamento,550
878771347672-2,SAO PAULO - COND RES PLANO E VISTA DO CARMO II,"RUA TOMOICHI SHIMIZU,N. 191 Apto. 507 TORRE A, , COLONIA (ZONA LESTE)",COLONIA (ZONA LESTE),Leilão,"R$ 196.641,26","41,06 m²",1 quartos,Apartamento,540
144440607476-6,SAO PAULO - COND MULTIPREDIAS CAIAPOS II,"RUA JOAO AMADO COUTINHO,N. 859 Apto. 21B, , CONJUNTO HABITACIONAL BRIGADEIRO ED",CONJUNTO HABITACIONAL BRIGADEIRO ED,Leilão,"R$ 203.445,35","58,19 m²",2 quartos,Apartamento,538
844440302093-0,SAO PAULO - CONDOMINIO MULTIPREDIAL APARAIS II,"TRAVESSA CAETANO FILGUEIRAS,N. 52 Apto. 32C",,Leilão,"R$ 197.000,00","58,19 m²",2 quartos,Apartamento,489
844440790835-9,SAO PAULO - COND SERRA DO BANGU,"AVENIDA UTARO KANAI,N. 841 Apto. 44C, , CONJUNTO HABITACIONAL JUSCELINO KUB",CONJUNTO HABITACIONAL JUSCELINO KUB,,"R$ 85.887,31","46,44 m²",2 quartos,Apartamento,486
844441991320-4,SAO PAULO - COND COREIA DO SUL,"RUA DINAH GONCALVES BRANDAO ANTIGA RUA 6F,N. 160 Apto. 33-B ., , CONJUNTO HABITACIONAL SANTA ETELVIN",CONJUNTO HABITACIONAL SANTA ETELVIN,Venda Direta,,,,,
878770660276-9,SAO PAULO - AUSTRAL,"RUA ARROIO SARANDI,N. 65 Apto. 86 BL 01, , CONJUNTO HABITACIONAL SANTA ETELVIN",CONJUNTO HABITACIONAL SANTA ETELVIN,Venda Direta,,,,,
878770708374-9,SAO PAULO - AUSTRAL,"RUA ARROIO SARANDI,N. 65 Apto. 83 BL 02, , CONJUNTO HABITACIONAL SANTA ETELVIN",CONJUNTO HABITACIONAL SANTA ETELVIN,,"R$ 111.816,50","58,55 m²",2 quartos,Apartamento,487
844441670783-2,SAO PAULO - COND SERRA DE JUQUIÁ V,"RUA 12,N. 600 Apto. 33B 3º ANDAR, , CONJUNTO HABITACIONAL SITIO CONCEIC",CONJUNTO HABITACIONAL SITIO CONCEIC,Venda Direta,,,2 quartos,,
144440841716-4,SAO PAULO - GREEN PARK,"AVARES,N. 8760 Apto. 111 03EDIFÍCIO CAMBARÁ",,,,"99,12 m²",,Apartamento,
144440841135-2,SAO PAULO - CONDOMINIO CAIAPOS,"RUA JOAO AMADO COUTINHO,N. 883 Apto. 11-A, , CONJUNTO RESIDENCIAL ELISIO TEIXEIR",CONJUNTO RESIDENCIAL ELISIO TEIXEIR,Venda Direta,,,,,
144441389861-2,SAO PAULO - COND RIO JAGUARIBE,"AVENIDA PROFESSOR JOAO BATISTA CONTI,N. 1072 Apto. 32-B, , CONJUNTO RESIDENCIAL JOSE BONIFACIO",CONJUNTO RESIDENCIAL JOSE BONIFACIO,Leilão,"R$ 247.199,56","55,99 m²",2 quartos,Apartamento,558
844441155043-9,SAO PAULO - COND RES ALFAZEMA I,"RUA ALFREDO RICCI,N. 117 Apto. 43B CONJUNTO RESIDENCIAL JOSE BONIFACIO, , CONJUNTO RESIDENCIAL JOSE BONIFACIO",CONJUNTO RESIDENCIAL JOSE BONIFACIO,Leilão,"R$ 170.000,00","55,99 m²",2 quartos,Apartamento,539
844440779055-2,SAO PAULO - COND SABIA II,"RUA JUIZ DO MATO,N. 64 Apto. 43A COND SABIA II, , CONJUNTO RESIDENCIAL JOSE BONIFACIO",CONJUNTO RESIDENCIAL JOSE BONIFACIO,,"R$ 116.443,31","47,32 m²",2 quartos,Apartamento,488
844442473417-7,SAO PAULO - COND RES AREA UNIAO II,"AVENIDA AGUIA DE HAIA,N. 594 Apto. 12 PAV 02, , ERMELINO MATARAZZO",ERMELINO MATARAZZO,Leilão,"R$ 214.000,00","75,44 m²",1 quartos,Apartamento,541
878771258282-0,SAO PAULO - COND RES PLANO & JARDIM DO CARMO AZALEIA,"RUA INDAIA GRANDE,N. 115 Apto. 210 2 PAVIMENTO TORRE B 38 SUBDISTRITO, , FAZENDA ARICANDUVA",FAZENDA ARICANDUVA,Leilão,"R$ 223.000,00","46,79 m²",2 quartos,Apartamento,538
878771259412-8,SAO PAULO - COND RES PLANO E JARDIM DO CARMO AZALEIA,"RUA INDAIA GRANDE,N. 115 Apto. 201 2 PAVIMENTO TORRE B 38 SUBDISTRITO, , FAZENDA ARICANDUVA",FAZENDA ARICANDUVA,Leilão,"R$ 216.798,06","46,58 m²",2 quartos,Apartamento,539
878771504216-9,SAO PAULO - COND RES PLANO E JARDIM DO CARMO AZALEIA,"RUA INDAIA GRANDE,N. 115 Apto. 1208 12 PAVIMENTO TORRE A, , FAZENDA ARICANDUVA",FAZENDA ARICANDUVA,Leilão,"R$ 213.388,46","46,32 m²",2 quartos,Apartamento,540
155551647019-6,SAO PAULO - FAZENDA MORUMBI,"RUA DOUTOR FLAVIO AMERICO MAURANO,N. 342 CASA",,Venda Direta,,,6 quartos,Casa,
878770973108-0,SAO PAULO - MIRAI PARQUE DO CARMO RESIDENCIAL 01,"RUA SHO YOSHIOKA,N. 511 Apto. 1001 VILA CARMOZINA TORRE 2, , GLEBA DO PESSEGO",GLEBA DO PESSEGO,Leilão,"R$ 202.000,00","65,24 m²",2 quartos,Apartamento,541
855553316358-0,SAO PAULO - RES PQ DAS FLORES GUAIANAZES,"Número do item: 559ESTRADA DOM JOAO NERY,N. 3823 Apto. 03 BL 05, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 126.831,45","71,49 m²",2 quartos,Apartamento,559
878771330277-5,SAO PAULO - RES MASAKICHI SAWADA,"Número do item: 571R PEDRA BRANCA DO AMAPARI,N. 116 Apto. B14 TORRE 01, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 178.000,00","77,66 m²",2 quartos,Apartamento,571
855553583476-7,SAO PAULO - RESIDENCIAL NOVA ITAQUERA,"RUA AGRIMENSOR SUGAYA,N. 1255 Apto. 23 TORRE 09, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 209.237,00","83,69 m²",2 quartos,Apartamento,543
878770694251-9,SAO PAULO - ALTOS DE ITAQUERA,"RUA AGRIMENSOR SUGAYA,N. SN Apto. 38 BL 05, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 216.185,15","79,82 m²",2 quartos,Apartamento,542
878770782368-8,SAO PAULO - ALTOS DE ITAQUERA,"RUA AGRIMENSOR SUGAYA,N. 1210 Apto. 67 BL 1, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 211.000,00","77,21 m²",2 quartos,Apartamento,540
878770764331-0,SAO PAULO - AUSTRAL,"RUA ARROIO SARANDI,N. 65 Apto. 101 BL 02, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 197.000,00",,,,556
878770928347-8,SAO PAULO - RES ITARO AKAGUI,"RUA AURORA DO TOCANTINS,N. 311 Apto. 410 TORRE 2, , GUAIANAZES",GUAIANAZES,Leilão,"R$ 119.280,00","55,95 m²",2 quartos,Apartamento,560
