codigo,titulo,endereco,bairro,modalidade,valor,area,quartos,tipo_imovel,numero_item
878770917305-2,SAO PAULO - COND RES DEZ NORDESTINA,"AVENIDA NORDESTINA,N. 2800 Apto. 1204 TR 1, , JARDIM AURORA (ZONA LESTE)",JARDIM AURORA (ZONA LESTE),Leilão,"R$ 196.739,22","50,17 m²",2 quartos,Apartamento,518
878770983628-0,SAO PAULO - COND RES DEZ NORDESTINA,"AVENIDA NORDESTINA,N. 2800 Apto. 1610 TORRE 01, , JARDIM AURORA (ZONA LESTE)",JARDIM AURORA (ZONA LESTE),Leilão,"R$ 210.000,00","50,17 m²",2 quartos,Apartamento,519
878770989146-0,SAO PAULO - COND RES DEZ NORDESTINA,"AVENIDA NORDESTINA,N. 2800 Apto. 608 TR 2, , JARDIM AURORA (ZONA LESTE)",JARDIM AURORA (ZONA LESTE),Leilão,"R$ 225.000,00","58,41 m²",2 quartos,Apartamento,551
878771025926-7,SAO PAULO - RESIDENCAL  DEZ SAO MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 1412 TORRE 02, , JARDIM AURORA (ZONA LESTE)",JARDIM AURORA (ZONA LESTE),Leilão,"R$ 229.947,30","78,55 m²",,Apartamento,571
878771063204-9,SAO PAULO - COND RES DEZ S MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 412 TORRE 1, , JARDIM AURORA (ZONA LESTE)",JARDIM AURORA (ZONA LESTE),,"R$ 119.673,87","53,5 m²",2 quartos,Apartamento,463
144440335763-5,SAO PAULO - ED CHAMPS ELYSEES BUSINESS RESIDENCE,"RUA JOAO BATISTA MENDO,N. 36 Apto. 92 9º ANDAR, , JARDIM AVELINO",JARDIM AVELINO,Leilão,"R$ 797.749,08","238,93 m²",3 quartos,Apartamento,462
878771240247-4,SAO PAULO - CONDOMINIO AMANA,"AVARES,N. 8312 Apto. 176 RUA SEIS, S/Nº, TR A",,Leilão,"R$ 300.000,00","83,08 m²",2 quartos,Apartamento,520
878770404314-2,SAO PAULO - JADE,"RUA KENKITI SHIMOMOTO,N. 1600 Apto. 28 BLOCO 1, , JARDIM BOA VISTA (ZONA OESTE)",JARDIM BOA VISTA (ZONA OESTE),Leilão,"R$ 225.035,85","75,36 m²",2 quartos,Apartamento,523
878770483723-8,SAO PAULO - JADE,"RUA KENKITI SHIMOMOTO,N. 1600 Apto. 71 BLOCO 3 PAV7, , JARDIM BOA VISTA (ZONA OESTE)",JARDIM BOA VISTA (ZONA OESTE),Leilão,"R$ 260.000,00","75,36 m²",2 quartos,Apartamento,559
878770695721-4,SAO PAULO - CONDOMINIO RESIDENCIAL DEZ GAMELINHA 2,"AVENIDA OSVALDO VALLE CORDEIRO,N. 1240 Apto. 34 TR 01, , JARDIM BRASILIA (ZONA LESTE)",JARDIM BRASILIA (ZONA LESTE),Venda Direta,,,2 quartos,,
844440245282-9,SAO PAULO - CONJ HAB BRASILANDIA C,"RUA ELISEU REINALDO MORAES VIEIRA,N. 4670 Apto. B033 BL B03 LT B QD 02, , JARDIM BRASILIA (ZONA NORTE)",JARDIM BRASILIA (ZONA NORTE),,"R$ 118.961,00","51,37 m²",2 quartos,Apartamento,492
155550331189-2,SAO PAULO - RESIDENCIAL SPAZIO SAN LUCA,"AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS,N. 1837 Apto. 704 7º PAV VG Nº 38P, , JARDIM CAPELINHA",JARDIM CAPELINHA,,,,2 quartos,,
000001013671-3,SAO PAULO - JARDIM CASA GRANDE,"RUA SATELITE DIONEIA LT 06 QD G,",,,,,,Casa,
802490890620-0,SAO PAULO - COND COSTA DO ATLÂNTICO II,"RUA ADRIANO RACINE,N. 147 Apto. 14 BLOCO 02 - EDIFICIO ILHABELA, , JARDIM CELESTE",JARDIM CELESTE,Leilão,"R$ 340.000,00",,2 quartos,,566
878771303205-0,SAO PAULO - COND RES PLANO  BUTANTA EDVARD CARMILLO III,"RUA EDVARD CARMILO,N. 560 Apto. 1502 TORRE B, , JARDIM CELESTE",JARDIM CELESTE,Leilão,"R$ 179.220,46","42,05 m²",2 quartos,Apartamento,572
155551817417-9,SAO PAULO - JARDIM CONSORCIO,"AVENIDA JOAO PEIXOTO VIEGAS,N. 921 LT 8-B QD 37",,,"R$ 382.388,58",,,Casa,492
855552513902-0,SAO PAULO - AGUIA DE HAIA CONDOMINIUN,"AVENIDA AGUIA DE HAIA,N. 3849 Apto. 11 1º ANDAR, BLOCO E, EDIFÍCIO ÁGUIA SERENA, , JARDIM COTINHA",JARDIM COTINHA,Leilão,"R$ 178.500,00",,,,464
102694174866-8,SAO PAULO - JARDIM CRIS,"RUA CRISEIDA,N. 40 LT 06 QD 08",,,"R$ 343.068,84",,,Casa,464
878770939189-0,SAO PAULO - RES ITARO AKAGUI,"RUA AURORA DO TOCANTINS,N. 311 Apto. 404 TO 02, , JARDIM DA LARANJEIRA (ZONA LESTE)",JARDIM DA LARANJEIRA (ZONA LESTE),,"R$ 90.161,30","74,18 m²",2 quartos,Apartamento,493
878771031393-8,SAO PAULO - RES ITARO AKAGUI,"RUA AURORA DO TOCANTINS,N. 311 Apto. B03 TORRE 02, , JARDIM DA LARANJEIRA (ZONA LESTE)",JARDIM DA LARANJEIRA (ZONA LESTE),Leilão,"R$ 150.360,49","74,18 m²",2 quartos,Apartamento,524
878770322015-6,SAO PAULO - RES MASSAKI SAWADA,"RUA PEDRA BRANCA DO AMAPARI,N. 1800 Apto. 211 PAV 2, TORRE 3, , JARDIM DA LARANJEIRA (ZONA LESTE)",JARDIM DA LARANJEIRA (ZONA LESTE),Venda Direta,,,1 quartos,,
878770396469-4,SAO PAULO - CONDOMÍNIO RESIDENCIAL MASSAKI SAWADA,"RUA PEDRA BRANCA DO AMAPARI,N. 59 Apto. T04 TORRE 3, , JARDIM DA LARANJEIRA (ZONA LESTE)",JARDIM DA LARANJEIRA (ZONA LESTE),Venda Direta,,,2 quartos,,
878770522404-3,SAO PAULO - RESIDENCIAL NIKI SAWADA,"RUA PEDRA BRANCA DO AMAPARI,N. 139 Apto. 307 03 PAV TORRE 01, , JARDIM DA LARANJEIRA (ZONA LESTE)",JARDIM DA LARANJEIRA (ZONA LESTE),Leilão,"R$ 191.000,00","73,55 m²",2 quartos,Apartamento,562
878770694561-5,SAO PAULO - RESIDENCIAL NOBUO MIAMOTO,"RUA PEDRA BRANCA DO AMAPARI,N. 16 Apto. T05 TR 02, , JARDIM DA LARANJEIRA (ZONA LESTE)",JARDIM DA LARANJEIRA (ZONA LESTE),Venda Direta,,,2 quartos,,
878770822055-3,SAO PAULO - RES. MASAKICHI SAWADA,"RUA PEDRA BRANCA DO AMAPARI,N. 116 Apto. 402 TORRE 01, , JARDIM DA LARANJEIRA (ZONA LESTE)",JARDIM DA LARANJEIRA (ZONA LESTE),Leilão,"R$ 164.302,17","77,66 m²",2 quartos,Apartamento,552
155550060989-0,SAO PAULO - JARDIM DA SAUDE,"Número do item: 573R AQUILES DE ALMEIDA,N. 158 PARTE DOS LTS 09 E 10 QD 34,",,Leilão,"R$ 1.075.480,00",,4 quartos,Casa,573
000001000698-2,SAO PAULO - JARDIM DANFER,"RUA JAIME RODRIGUES MODESTO,N. 233/225",,,"R$ 1.283.952,52",,,,493
878770238987-4,SAO PAULO - ALAMEDA FREGUESIA,"RUA CORONEL EUCLIDES MACHADO,N. 185 Apto. 34 BL 03, , JARDIM DAS GRACAS",JARDIM DAS GRACAS,,"R$ 135.630,39",,,,494
878770331134-8,SAO PAULO - PATIO LIMAO,"RUA CORONEL EUCLIDES MACHADO,N. 235 Apto. 88 BL 2., , JARDIM DAS GRACAS",JARDIM DAS GRACAS,Leilão,"R$ 240.000,00","51,06 m²",2 quartos,Apartamento,552
878770366977-3,SAO PAULO - JARDIM DAS GRACAS,"RUA CORONEL EUCLIDES MACHADO,N. 185 Apto. 27 2º PAV, BL. 3",,Leilão,"R$ 240.000,00",,,,521
878770146893-2,SAO PAULO - JARDIM ROMANO,"RUA CARMINE MONETTI,N. 1280 Apto. 22 2º PAVIMENTO, BLOCO 02, , JARDIM DAS OLIVEIRAS",JARDIM DAS OLIVEIRAS,Leilão,"R$ 135.133,54","63,41 m²",2 quartos,Apartamento,465
878770250812-1,SAO PAULO - JARDIM ROMANO,"RUA CARMINE MONETTI,N. 1280 Apto. 04 BLOCO 06, , JARDIM DAS OLIVEIRAS",JARDIM DAS OLIVEIRAS,Leilão,"R$ 173.265,68",,1 quartos,,553
144441407777-9,SAO PAULO - JARDIM DAS OLIVEIRAS,"RUA IVAMPA DUARTE LISBOA,N. 27 CASA 1",,Leilão,"R$ 358.000,00",,3 quartos,Casa,495
878770528494-1,SAO PAULO - CONDOMINIO MISTRAL,"RUA JOSE GINES,N. 295 Apto. 32 BL 01, , JARDIM DAS OLIVEIRAS",JARDIM DAS OLIVEIRAS,Leilão,"R$ 205.000,00","59,67 m²",,Apartamento,562
878770556788-9,SAO PAULO - COND MISTRAL,"RUA JOSE GINES,N. 295 Apto. 02 BL 03, , JARDIM DAS OLIVEIRAS",JARDIM DAS OLIVEIRAS,Venda Direta,,,2 quartos,,
144441540349-1,SAO PAULO - RESIDENCIAL OLIVEIRAS,"RUA MANUEL DA SILVA RIO,N. 122 CS 07, , JARDIM DAS OLIVEIRAS",JARDIM DAS OLIVEIRAS,Leilão,"R$ 348.000,00",,,Casa,563
144440513463-3,SAO PAULO - JARDIM DAS OLIVEIRAS,"RUA MANUEL LEMES DA SILVA,N. 449",,Leilão,"R$ 379.785,66",,2 quartos,Casa,549
855553000323-9,SAO PAULO - PRACA DO SOL GUAIANAZES,"RUA MOREIRA NETO,N. 456 Apto. 22 BLOCO A, , JARDIM DO DIVINO",JARDIM DO DIVINO,Venda Direta,,,2 quartos,,
855553785948-1,SAO PAULO - PRACA DO SOL GUAIANAZES,"RUA MOREIRA NETO,N. 456 Apto. 32 BL D, , JARDIM DO DIVINO",JARDIM DO DIVINO,,"R$ 115.442,98","120,04 m²",2 quartos,Apartamento,494
878770924618-1,SAO PAULO - ONIX,"Número do item: 574R EMILIA PILON,N. 47 Apto. 36 BL 2, , JARDIM DO LAGO",JARDIM DO LAGO,Leilão,"R$ 218.235,95","70,05 m²",2 quartos,Apartamento,574
878770798110-0,SAO PAULO - ONIX,"RUA EMILIA PILON,N. 47 Apto. 05 BL 02, , JARDIM DO LAGO",JARDIM DO LAGO,Leilão,"R$ 230.000,00","72,42 m²",2 quartos,Apartamento,547
878771198557-3,SAO PAULO - ONIX,"RUA EMILIA PILON,N. 47 Apto. 64 BLOCO 04, , JARDIM DO LAGO",JARDIM DO LAGO,Leilão,"R$ 242.832,82","72,42 m²",2 quartos,Apartamento,466
878770477396-5,SAO PAULO - JARDIM DO LAGO,"RUA SANTA AMELIA,N. 141 Apto. 11 BL3",,Leilão,"R$ 250.000,00",,,,496
878770503719-7,SAO PAULO - RUBI,"RUA SANTA AMELIA,N. 141 Apto. 14 BLOCO 2, SUBCONDOMÍNIO 1, , JARDIM DO LAGO",JARDIM DO LAGO,Leilão,"R$ 134.989,56","62,44 m²",2 quartos,Apartamento,467
878770541775-5,SAO PAULO - RUBI,"RUA SANTA AMELIA,N. 141 Apto. 65 BL 01, , JARDIM DO LAGO",JARDIM DO LAGO,,"R$ 121.245,35",,2 quartos,,495
878770571881-0,SAO PAULO - RUBI,"RUA SANTA AMELIA,N. 141 Apto. 07 BLOCO 5, , JARDIM DO LAGO",JARDIM DO LAGO,Leilão,"R$ 217.474,37","60,4 m²",2 quartos,Apartamento,525
878770580494-5,SAO PAULO - RUBI,"RUA SANTA AMELIA,N. 141 Apto. 63 BL 5 SUBCONDOMINIO 2, , JARDIM DO LAGO",JARDIM DO LAGO,,"R$ 120.882,70",,2 quartos,,461
844440898102-5,SAO PAULO - COND RES JARDIM CENTENÁRIO,"RUA NOVA BRASILIA,N. 287 Apto. 001 BL 06, , JARDIM DONA SINHA",JARDIM DONA SINHA,,"R$ 120.786,33","109,98 m²",2 quartos,Apartamento,496
878771496697-9,SAO PAULO - RESID VERSATTI,"RUA INACIO DE OLIVEIRA CAMPOS,N. 550 Apto. 705 07 PAVIMENTO TORRE 03, , JARDIM FANGANIELLO",JARDIM FANGANIELLO,Leilão,"R$ 205.000,00","60,27 m²",2 quartos,Apartamento,563
878771559976-7,SAO PAULO - RESID VERSATTI,"RUA INACIO DE OLIVEIRA CAMPOS,N. 550 Apto. 708 07 PAVIMENTO TORRE 03, , JARDIM FANGANIELLO",JARDIM FANGANIELLO,Leilão,"R$ 220.000,00","61,73 m²",2 quartos,Apartamento,564
878771858307-1,SAO PAULO - RESID VERSATTI,"RUA INACIO DE OLIVEIRA CAMPOS,N. 550 Apto. 905 09 PAVIMENTO TORRE 03, , JARDIM FANGANIELLO",JARDIM FANGANIELLO,Leilão,"R$ 216.163,31","60,27 m²",2 quartos,Apartamento,565
878770691971-1,SAO PAULO - CON. PLANO & ESTAÇÃO CAMPO LIMPO - SERRA RIBEIRO I,"RUA DOUTOR JOSE SERRA RIBEIRO,N. 360 Apto. 14 1º PAVIMENTO, TORRE A, , JARDIM GERMANIA",JARDIM GERMANIA,,,"57,98 m²",2 quartos,Apartamento,
878771048114-8,SAO PAULO - TOPAZIO,"RUA MARIO REGALLO PEREIRA,N. 128 Apto. 01 BL 6 SUBCOND 2, , JARDIM GILDA MARIA",JARDIM GILDA MARIA,Leilão,"R$ 218.749,98","61,7 m²",2 quartos,Apartamento,551
878771155368-1,SAO PAULO - TOPAZIO,"RUA MARIO REGALLO PEREIRA,N. 128 Apto. 85 BL 06, , JARDIM GILDA MARIA",JARDIM GILDA MARIA,,"R$ 126.926,84","72,32 m²",2 quartos,Apartamento,497
855553056025-1,SAO PAULO - COND RES IN SÃO PAULO - LIBERDADE,"AVENIDA DOUTOR FRANCISCO MESQUITA,N. 1213 Apto. 93 TORRE - A, 9º PAV., , JARDIM IBITIRAMA",JARDIM IBITIRAMA,Leilão,"R$ 188.000,00","48,92 m²",1 quartos,Apartamento,564
144441835150-6,SAO PAULO - JARDIM IBITIRAMA,"RUA SANTA BEATRIZ,N. 48 LT 01 QD 02",,Leilão,"R$ 957.325,83",,,,552
816030033333-5,SAO PAULO - EDIFICIO VERA LUCIA,"RUA MARCELLO MULLER,N. 1022 Apto. 71, 142417, JARDIM INDEPENDENCIA",JARDIM INDEPENDENCIA,Leilão,"R$ 257.000,00","92,6 m²",2 quartos,Apartamento,567
144440199167-1,SAO PAULO - JARDIM INGA,"RUA CLARA AURORA,N. S/N QD G LT 17",,,,,,,
878770768373-8,SAO PAULO - SPAZIO GUARAPIRANGA,"AV RAIMUNDO PEREIRA DE MAGALHAES,N. 2500 Apto. 205 TORRE 2, , JARDIM IRIS",JARDIM IRIS,Leilão,"R$ 334.156,00",,,,575
178770123832-7,SAO PAULO - SPAZIO SERRA DA MANTIQUEIRA,"AVENIDA APARECIDA DO RIO NEGRO,N. 101 Apto. 803 TORRE 1, VG 77, , JARDIM IRIS",JARDIM IRIS,,"R$ 164.108,43","89,74 m²",2 quartos,Apartamento,465
878770494348-8,SAO PAULO - SPAZIO BOSQUE MAIA,"AVENIDA APARECIDA DO RIO NEGRO,N. 435 Apto. 1807 17º PAVIMENTO, TORRE 1, GARAGEM Nº 137, JARDIM IRIS",JARDIM IRIS,Leilão,"R$ 266.847,35","86,23 m²",2 quartos,Apartamento,469
878771024117-1,SAO PAULO - SPAZIO INTERLAGOS,"AVENIDA APARECIDA DO RIO NEGRO,N. 240 Apto. 301 TORRE 01 BOX 35, , JARDIM IRIS",JARDIM IRIS,Leilão,"R$ 251.925,56","86,7 m²",2 quartos,Apartamento,573
855553799915-1,SAO PAULO - SPAZIO SAN VALENTIN,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,N. 2300 Apto. 105 TORRE 1 DO PAVIMENTO 1, , JARDIM IRIS",JARDIM IRIS,Leilão,"R$ 271.000,00","92,03 m²",2 quartos,Apartamento,548
878770129777-1,SAO PAULO - JARDIM IRIS,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,N. 2500 Apto. 1101 TORRE 1 VAGA 101",,,"R$ 191.831,60","87,45 m²",2 quartos,Apartamento,462
878770355621-9,SAO PAULO - COND SPAZIO POR DO SOL,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,N. 2500 Apto. 204 TORRE 1, , JARDIM IRIS",JARDIM IRIS,Leilão,"R$ 325.000,00","87,98 m²",2 quartos,Apartamento,560
855553845861-8,SAO PAULO - PRACA SAO PEDRO,"RUA VATICANO,N. 275 Apto. 14 1 PAVIMENTO BL 2, , JARDIM JOAO XXIII",JARDIM JOAO XXIII,Leilão,"R$ 209.902,28","80,17 m²",1 quartos,Apartamento,549
855553858893-7,SAO PAULO - PRACA SAO PEDRO,"RUA VATICANO,N. 275 Apto. 22 BL 05 PV 02, , JARDIM JOAO XXIII",JARDIM JOAO XXIII,,"R$ 112.404,00","80,18 m²",2 quartos,Apartamento,466
844442112892-6,SAO PAULO - COND RES LUIZA BERTAGLIA,"RUA LOURENCO DE GODOI,N. 9 04, , JARDIM LAJEADO",JARDIM LAJEADO,Leilão,"R$ 237.516,25",,2 quartos,Casa,526
144440961732-9,SAO PAULO - JARDIM LEONIDAS MOREIRA,"RUA TAUNA,N. 77",,Leilão,"R$ 511.851,77",,2 quartos,Casa,554
144441322807-2,SAO PAULO - RES DO VALLE,"RUA JERONIMO PEDROSO BARROS,N. 258 52, , JARDIM LOURDES",JARDIM LOURDES,,"R$ 159.328,58",,2 quartos,Casa,498
878770798600-5,SAO PAULO - COND VERONA,"RUA ABEL TAVARES,N. 1003 Apto. 108 PAV 10 BL 02, , JARDIM MATARAZZO",JARDIM MATARAZZO,Leilão,"R$ 266.000,00","64,21 m²",2 quartos,Apartamento,552
878770731562-3,SAO PAULO - COND MODENA,"RUA FIGUEIRA DA POLINESIA,N. 825 Apto. 93 09 PAVIMENTO BL 04, , JARDIM MATARAZZO",JARDIM MATARAZZO,Leilão,"R$ 217.322,51","60,22 m²",2 quartos,Apartamento,566
878770280108-2,SAO PAULO - RECANTO DAS GARÇAS,"RUA FRANCISCO DE SOUTOMAIOR,N. 915 Apto. 48 BL 02, , JARDIM MIRIAM",JARDIM MIRIAM,Venda Direta,,,2 quartos,,
855553386900-8,SAO PAULO - CERTTO ITAIM PAULISTA - COND RES CERTTO PEDRAS,"RUA LOURENCO FRANCO DO PRADO,N. 213 Apto. 43 TORRE BERILO TORRE 3, , JARDIM NELIA",JARDIM NELIA,Venda Direta,,,,,
144440585988-3,SAO PAULO - ED ROYAL PARK,"Número do item: 484ESTRADA DAS LAGRIMAS,N. 3223 Apto. 44, , JARDIM NOEMIA",JARDIM NOEMIA,,"R$ 147.914,48","96,19 m²",2 quartos,Apartamento,484
855553796278-9,SAO PAULO - COND RES DEZ EUCALIPTO,"AVENIDA AFONSO DE SAMPAIO E SOUSA,N. 129 Apto. 47 TR II, , JARDIM NOSSA SENHORA DO CARMO",JARDIM NOSSA SENHORA DO CARMO,,"R$ 174.506,78","89,36 m²",2 quartos,Apartamento,467
155551511702-6,SAO PAULO - JARDIM NOSSA SENHORA DO CARMO,"RUA VERISSIMO DA SILVA N 414,N. 414",,Venda Direta,,,5 quartos,,
144440010763-8,SAO PAULO - COND  RES MÉRITO ARICANDUVA,"RUA DOUTOR PAULO QUEIROZ,N. 741 Apto. 35 TIPO A, TORRE I, , JARDIM NOVE DE JULHO",JARDIM NOVE DE JULHO,Leilão,"R$ 257.000,00",,,,550
855552309152-7,SAO PAULO - COND RES DEZ ARICANDUVA,"RUA PACHECO GATO,N. 182 Apto. 81 8º ANDAR TORRE 1, , JARDIM NOVE DE JULHO",JARDIM NOVE DE JULHO,Leilão,"R$ 188.000,00","76,36 m²",2 quartos,Apartamento,527
855553821222-8,SAO PAULO - CONDOMINIO RESIDENCIAL PLANO&PANAMBY,"RUA JOSE PEDRO DE CARVALHO LIMA,N. 405 Apto. 21 ALA A, , JARDIM PARQUE MORUMBI",JARDIM PARQUE MORUMBI,,"R$ 146.228,36","60,16 m²",2 quartos,Apartamento,495
855553898051-9,SAO PAULO - CONDOMINIO RESIDENCIAL PLANO&PANAMBY,"RUA JOSE PEDRO DE CARVALHO LIMA,N. 405 Apto. 128 ALA B, , JARDIM PARQUE MORUMBI",JARDIM PARQUE MORUMBI,Leilão,"R$ 211.412,73","60,16 m²",2 quartos,Apartamento,561
144441387488-8,SAO PAULO - EDIFICIO CAMBURI,"AVENIDA NOVE DE JULHO,N. 3147 Apto. 51 5º ANDAR, , JARDIM PAULISTA",JARDIM PAULISTA,Venda Direta,,,,,
878771465209-5,SAO PAULO - COND RES PLANO IGUATEMI SANTA TERESA II,"RUA JUA MIRIM,N. 385 Apto. 2002 TORRE A, , JARDIM PEDRA BRANCA",JARDIM PEDRA BRANCA,Leilão,"R$ 228.985,72","58,38 m²",2 quartos,Apartamento,568
844440960615-5,SAO PAULO - COND RESIDENCIAL DERVILE LACORTE,"RUA DERVILE LACORTE,N. 139 CASA 03, , JARDIM PENHA",JARDIM PENHA,Leilão,"R$ 272.000,00",,2 quartos,Casa,497
844441161384-8,SAO PAULO - ED ONIX,"RUA DESEMBARGADOR RODRIGUES SETTE,N. 365 Apto. 121 BL 04, , JARDIM PERI",JARDIM PERI,Leilão,"R$ 284.664,70",,2 quartos,,567
878771308145-0,SAO PAULO - COND RES PLANO E JARDIM PLANALTO,"AV SAPOPEMBA,N. 9988 Apto. 1405 TORRE A, , JARDIM PLANALTO",JARDIM PLANALTO,Leilão,"R$ 203.735,00","41,92 m²",,Apartamento,576
878770825636-1,SAO PAULO - COND RESIDENCIAL PLANO JARDIM PLANALTO,"AVENIDA SAPOPEMBA,N. 9988 Apto. 602 TO B, , JARDIM PLANALTO",JARDIM PLANALTO,,"R$ 139.015,11","45,69 m²",2 quartos,Apartamento,499
144440692722-0,SAO PAULO - CONJUNTO HABITACIONAL JD EDUCANDÁRIO,"RUA JOSE FIORAVANTE,N. 190 Apto. 24A EDIFÍCIO ILHA DE ELBA, , JARDIM RAPOSO TAVARES",JARDIM RAPOSO TAVARES,Leilão,"R$ 185.000,00","48,18 m²",2 quartos,Apartamento,551
878770938085-6,SAO PAULO - COND PORTAL CANTAREIRA,"Número do item: 577R BARAO CARLOS DE SOUSA ANHUMAS,N. 380 Apto. 31 BL 4, , JARDIM RECANTO VERDE",JARDIM RECANTO VERDE,Leilão,"R$ 213.567,00","78,07 m²",2 quartos,Apartamento,577
878770877463-0,SAO PAULO - COND PORTAL CANTAREIRA,"RUA BARAO CARLOS DE SOUSA ANHUMAS,N. 380 Apto. 31 BLOCO 09, , JARDIM RECANTO VERDE",JARDIM RECANTO VERDE,Leilão,"R$ 201.000,00","78,07 m²",2 quartos,Apartamento,555
878770884208-2,SAO PAULO - COND PORTAL CANTAREIRA,"RUA BARAO CARLOS DE SOUSA ANHUMAS,N. 380 Apto. 13 1º PAVIMENTO, BLOCO 08, , JARDIM RECANTO VERDE",JARDIM RECANTO VERDE,Leilão,"R$ 138.539,08","78,07 m²",2 quartos,Apartamento,470
844440107751-0,SAO PAULO - COND RES ANISIO,"RUA ANISIO DA SILVEIRA MACHADO,N. 82 CS 02, , JARDIM ROBRU",JARDIM ROBRU,Leilão,"R$ 229.880,33",,2 quartos,Casa,553
878770863338-6,SAO PAULO - VIVAZ SACOMA,"RUA PROFESSOR ARNALDO JOAO SEMERARO,N. 580 Apto. 606 TORRE 01, , JARDIM SANTA EMILIA",JARDIM SANTA EMILIA,Leilão,"R$ 185.000,00","35,71 m²",1 quartos,Apartamento,568
144441270894-1,SAO PAULO - JARDIM SANTA FE (ZONA OESTE),"RUA LUIS PEREIRA REBOUCAS,N. 599 LT 38 QD 04",,Leilão,"R$ 620.000,00",,3 quartos,Casa,569
144440409202-3,SAO PAULO - RES SPAZIO SAINT INACIO,"AVENIDA OLGA FADEL ABARCA,N. 440 Apto. 408 BL 03 PAV 04, , JARDIM SANTA TEREZINHA (ZONA LESTE)",JARDIM SANTA TEREZINHA (ZONA LESTE),,"R$ 132.808,32",,,,468
855552001735-0,SAO PAULO - COND MAIS VILA CURUCA,"RUA JEQUIRANA DE GOIAS,N. 515 Apto. 63 TORRE 6, , JARDIM SANTO ANTONIO",JARDIM SANTO ANTONIO,Leilão,"R$ 241.000,00","86,36 m²",2 quartos,Apartamento,556
844443384479-6,SAO PAULO - COND RES ARÃO REIS,"RUA ARAO REIS,N. 209/205 Apto. 13 1º PAVIMENTO, , JARDIM SAO CRISTOVAO",JARDIM SAO CRISTOVAO,Leilão,"R$ 261.299,65","43,35 m²",1 quartos,Apartamento,552
878770364412-6,SAO PAULO - VILA SÃO JOSÉ,"RUA BENTO SOARES MOTA,N. 65 Apto. 04 BL 02, , JARDIM SAO PAULO(ZONA LESTE)",JARDIM SAO PAULO(ZONA LESTE),Venda Direta,,,,,
844440417744-2,SAO PAULO - CONDOMINIO CAMBUQUIRA,"RUA VITALINA MARIA DE JESUS SCHALCH,N. 1206 Apto. 52A BLOCO II 5PAV, , JARDIM SAO PAULO(ZONA LESTE)",JARDIM SAO PAULO(ZONA LESTE),Leilão,"R$ 167.500,00","58,19 m²",2 quartos,Apartamento,562
878770429598-2,SAO PAULO - COND RES PLANO E CURSINO OURIVES I,"AV DOS OURIVES,N. 748 Apto. 138 BL B, , JARDIM SAO SAVERIO",JARDIM SAO SAVERIO,Leilão,"R$ 212.875,83",,2 quartos,,554
878770881631-6,SAO PAULO - RES PQ BOTANICO QUARESMEIRA,"AVENIDA DOS OURIVES,N. 1103 Apto. 07 BL 2 PAV TÉRREO, , JARDIM SAO SAVERIO",JARDIM SAO SAVERIO,Venda Direta,,,2 quartos,,
878771077641-5,SAO PAULO - JARDIM SAO SAVERIO,"AVENIDA DOS OURIVES,N. 951 Apto. 186 BL 02",,Leilão,"R$ 251.000,00","76,36 m²",2 quartos,Apartamento,498
844442879637-1,SAO PAULO - MS RUBEN,"RUA CORREIA RIBEIRO,N. 138 Apto. 11 138 146, , JARDIM SOARES",JARDIM SOARES,Venda Direta,,,2 quartos,,
144440034729-9,SAO PAULO - CONDOMINIO RESIDENCIAL IKA XVI,"RUA PROFESSOR JOSE CAETANO DOS SANTOS MASCARENHAS,N. 142 SOBRADO 05, , JARDIM TIETE",JARDIM TIETE,Leilão,"R$ 865.442,00",,,Casa,574
144440810023-3,SAO PAULO - CONJ RES DR BOGHOS BOGHOSSIAN FASE II,"RUA RUI DE MORAIS APOCALIPSE,N. 312 Apto. 64 BL-21 EDIFICIO INHAMBU, , JARDIM TIRO AO POMBO",JARDIM TIRO AO POMBO,Venda Direta,,,2 quartos,,
144440007686-4,SAO PAULO - RESIDENCIAL RIVIERA ITALIANA,"RUA DOUTOR LUIZ MIGLIANO,N. 761 Apto. 184 COBERTURA DUPLEX, , JARDIM VAZANI",JARDIM VAZANI,Leilão,"R$ 970.000,00","258,98 m²",3 quartos,Apartamento,555
878770486708-0,SAO PAULO - VIVA BENX NAÇÕES UNIDAS I,"RUA GALENO DE CASTRO,N. 730 Apto. 806 TO A - POMAR, , JURUBATUBA",JURUBATUBA,,"R$ 176.343,70",,,,500
878770691759-0,SAO PAULO - VIVA BENX NACOES UNIDAS II,"RUA GALENO DE CASTRO,N. 660 Apto. 7 TR. A, PINHEIROS, , JURUBATUBA",JURUBATUBA,Leilão,"R$ 293.000,00","50,87 m²",2 quartos,Apartamento,553
878771202162-4,SAO PAULO - VIVA BENX NACOES UNIDAS II,"RUA GALENO DE CASTRO,N. 660 Apto. 612 TORRE A PINHEIROS, , JURUBATUBA",JURUBATUBA,Leilão,"R$ 293.000,00","50,87 m²",2 quartos,Apartamento,563
